stimulus,item,category,feature
pomegranate is vegetation.,pomegranate,fruit,3
cranberry is vegetation.,cranberry,fruit,3
passion fruit is vegetation.,passion fruit,fruit,3
prunes are vegetation.,prunes,fruit,3
gooseberry is vegetation.,gooseberry,fruit,3
date is vegetation.,date,fruit,3
kumquat is vegetation.,kumquat,fruit,3
raisin is vegetation.,raisin,fruit,3
muskmelon is vegetation.,muskmelon,fruit,3
persimmon is vegetation.,persimmon,fruit,3
pawpaw is vegetation.,pawpaw,fruit,3
coconut is vegetation.,coconut,fruit,3
avocado is vegetation.,avocado,fruit,3
pumpkin is vegetation.,pumpkin,fruit,3
tomato is vegetation.,tomato,fruit,3
nut is vegetation.,nut,fruit,3
gourd is vegetation.,gourd,fruit,3
olive is vegetation.,olive,fruit,3
pickle is vegetation.,pickle,fruit,3
squash is vegetation.,squash,fruit,3
orange is edible.,orange,fruit,4
apple is edible.,apple,fruit,4
banana is edible.,banana,fruit,4
peach is edible.,peach,fruit,4
pear is edible.,pear,fruit,4
apricot is edible.,apricot,fruit,4
tangerine is edible.,tangerine,fruit,4
plum is edible.,plum,fruit,4
grapes are edible.,grapes,fruit,4
nectarine is edible.,nectarine,fruit,4
strawberry is edible.,strawberry,fruit,4
grapefruit is edible.,grapefruit,fruit,4
berry is edible.,berry,fruit,4
cherry is edible.,cherry,fruit,4
pineapple is edible.,pineapple,fruit,4
blackberry is edible.,blackberry,fruit,4
melon is edible.,melon,fruit,4
blueberry is edible.,blueberry,fruit,4
raspberry is edible.,raspberry,fruit,4
lemon is edible.,lemon,fruit,4
black raspberry is edible.,black raspberry,fruit,4
boysenberry is edible.,boysenberry,fruit,4
watermelon is edible.,watermelon,fruit,4
cantaloupe is edible.,cantaloupe,fruit,4
lime is edible.,lime,fruit,4
tangelo is edible.,tangelo,fruit,4
papaya is edible.,papaya,fruit,4
honeydew is edible.,honeydew,fruit,4
fig is edible.,fig,fruit,4
mango is edible.,mango,fruit,4
guava is edible.,guava,fruit,4
pomegranate is edible.,pomegranate,fruit,4
cranberry is edible.,cranberry,fruit,4
passion fruit is edible.,passion fruit,fruit,4
prunes are edible.,prunes,fruit,4
gooseberry is edible.,gooseberry,fruit,4
date is edible.,date,fruit,4
kumquat is edible.,kumquat,fruit,4
raisin is edible.,raisin,fruit,4
muskmelon is edible.,muskmelon,fruit,4
persimmon is edible.,persimmon,fruit,4
pawpaw is edible.,pawpaw,fruit,4
coconut is edible.,coconut,fruit,4
avocado is edible.,avocado,fruit,4
pumpkin is edible.,pumpkin,fruit,4
tomato is edible.,tomato,fruit,4
nut is edible.,nut,fruit,4
gourd is edible.,gourd,fruit,4
olive is edible.,olive,fruit,4
pickle is edible.,pickle,fruit,4
squash is edible.,squash,fruit,4
orange is eaten.,orange,fruit,5
apple is eaten.,apple,fruit,5
banana is eaten.,banana,fruit,5
peach is eaten.,peach,fruit,5
pear is eaten.,pear,fruit,5
apricot is eaten.,apricot,fruit,5
tangerine is eaten.,tangerine,fruit,5
plum is eaten.,plum,fruit,5
grapes are eaten.,grapes,fruit,5
nectarine is eaten.,nectarine,fruit,5
strawberry is eaten.,strawberry,fruit,5
grapefruit is eaten.,grapefruit,fruit,5
berry is eaten.,berry,fruit,5
cherry is eaten.,cherry,fruit,5
pineapple is eaten.,pineapple,fruit,5
blackberry is eaten.,blackberry,fruit,5
melon is eaten.,melon,fruit,5
blueberry is eaten.,blueberry,fruit,5
raspberry is eaten.,raspberry,fruit,5
lemon is eaten.,lemon,fruit,5
black raspberry is eaten.,black raspberry,fruit,5
boysenberry is eaten.,boysenberry,fruit,5
watermelon is eaten.,watermelon,fruit,5
cantaloupe is eaten.,cantaloupe,fruit,5
lime is eaten.,lime,fruit,5
tangelo is eaten.,tangelo,fruit,5
papaya is eaten.,papaya,fruit,5
honeydew is eaten.,honeydew,fruit,5
fig is eaten.,fig,fruit,5
mango is eaten.,mango,fruit,5
guava is eaten.,guava,fruit,5
pomegranate is eaten.,pomegranate,fruit,5
cranberry is eaten.,cranberry,fruit,5
passion fruit is eaten.,passion fruit,fruit,5
prunes are eaten.,prunes,fruit,5
gooseberry is eaten.,gooseberry,fruit,5
date is eaten.,date,fruit,5
kumquat is eaten.,kumquat,fruit,5
raisin is eaten.,raisin,fruit,5
muskmelon is eaten.,muskmelon,fruit,5
persimmon is eaten.,persimmon,fruit,5
pawpaw is eaten.,pawpaw,fruit,5
coconut is eaten.,coconut,fruit,5
avocado is eaten.,avocado,fruit,5
pumpkin is eaten.,pumpkin,fruit,5
tomato is eaten.,tomato,fruit,5
nut is eaten.,nut,fruit,5
gourd is eaten.,gourd,fruit,5
olive is eaten.,olive,fruit,5
pickle is eaten.,pickle,fruit,5
squash is eaten.,squash,fruit,5
orange contains seeds.,orange,fruit,6
apple contains seeds.,apple,fruit,6
banana contains seeds.,banana,fruit,6
peach contains seeds.,peach,fruit,6
pear contains seeds.,pear,fruit,6
apricot contains seeds.,apricot,fruit,6
tangerine contains seeds.,tangerine,fruit,6
plum contains seeds.,plum,fruit,6
grapes contain seeds.,grapes,fruit,6
nectarine contains seeds.,nectarine,fruit,6
strawberry contains seeds.,strawberry,fruit,6
grapefruit contains seeds.,grapefruit,fruit,6
berry contains seeds.,berry,fruit,6
cherry contains seeds.,cherry,fruit,6
pineapple contains seeds.,pineapple,fruit,6
blackberry contains seeds.,blackberry,fruit,6
melon contains seeds.,melon,fruit,6
blueberry contains seeds.,blueberry,fruit,6
raspberry contains seeds.,raspberry,fruit,6
lemon contains seeds.,lemon,fruit,6
black raspberry contains seeds.,black raspberry,fruit,6
boysenberry contains seeds.,boysenberry,fruit,6
watermelon contains seeds.,watermelon,fruit,6
cantaloupe contains seeds.,cantaloupe,fruit,6
lime contains seeds.,lime,fruit,6
tangelo contains seeds.,tangelo,fruit,6
papaya contains seeds.,papaya,fruit,6
honeydew contains seeds.,honeydew,fruit,6
fig contains seeds.,fig,fruit,6
mango contains seeds.,mango,fruit,6
guava contains seeds.,guava,fruit,6
pomegranate contains seeds.,pomegranate,fruit,6
cranberry contains seeds.,cranberry,fruit,6
passion fruit contains seeds.,passion fruit,fruit,6
prunes contain seeds.,prunes,fruit,6
gooseberry contains seeds.,gooseberry,fruit,6
date contains seeds.,date,fruit,6
kumquat contains seeds.,kumquat,fruit,6
raisin contains seeds.,raisin,fruit,6
muskmelon contains seeds.,muskmelon,fruit,6
persimmon contains seeds.,persimmon,fruit,6
pawpaw contains seeds.,pawpaw,fruit,6
coconut contains seeds.,coconut,fruit,6
avocado contains seeds.,avocado,fruit,6
pumpkin contains seeds.,pumpkin,fruit,6
tomato contains seeds.,tomato,fruit,6
nut contains seeds.,nut,fruit,6
gourd contains seeds.,gourd,fruit,6
olive contains seeds.,olive,fruit,6
pickle contains seeds.,pickle,fruit,6
squash contains seeds.,squash,fruit,6
"orange grows above ground, on bushes or trees.",orange,fruit,7
"apple grows above ground, on bushes or trees.",apple,fruit,7
"banana grows above ground, on bushes or trees.",banana,fruit,7
"peach grows above ground, on bushes or trees.",peach,fruit,7
"pear grows above ground, on bushes or trees.",pear,fruit,7
"apricot grows above ground, on bushes or trees.",apricot,fruit,7
"tangerine grows above ground, on bushes or trees.",tangerine,fruit,7
"plum grows above ground, on bushes or trees.",plum,fruit,7
"grapes grow above ground, on bushes or trees.",grapes,fruit,7
"nectarine grows above ground, on bushes or trees.",nectarine,fruit,7
"strawberry grows above ground, on bushes or trees.",strawberry,fruit,7
"grapefruit grows above ground, on bushes or trees.",grapefruit,fruit,7
"berry grows above ground, on bushes or trees.",berry,fruit,7
"cherry grows above ground, on bushes or trees.",cherry,fruit,7
"pineapple grows above ground, on bushes or trees.",pineapple,fruit,7
"blackberry grows above ground, on bushes or trees.",blackberry,fruit,7
"melon grows above ground, on bushes or trees.",melon,fruit,7
"blueberry grows above ground, on bushes or trees.",blueberry,fruit,7
"raspberry grows above ground, on bushes or trees.",raspberry,fruit,7
"lemon grows above ground, on bushes or trees.",lemon,fruit,7
"black raspberry grows above ground, on bushes or trees.",black raspberry,fruit,7
"boysenberry grows above ground, on bushes or trees.",boysenberry,fruit,7
"watermelon grows above ground, on bushes or trees.",watermelon,fruit,7
"cantaloupe grows above ground, on bushes or trees.",cantaloupe,fruit,7
"lime grows above ground, on bushes or trees.",lime,fruit,7
"tangelo grows above ground, on bushes or trees.",tangelo,fruit,7
"papaya grows above ground, on bushes or trees.",papaya,fruit,7
"honeydew grows above ground, on bushes or trees.",honeydew,fruit,7
"fig grows above ground, on bushes or trees.",fig,fruit,7
"mango grows above ground, on bushes or trees.",mango,fruit,7
"guava grows above ground, on bushes or trees.",guava,fruit,7
"pomegranate grows above ground, on bushes or trees.",pomegranate,fruit,7
"cranberry grows above ground, on bushes or trees.",cranberry,fruit,7
"passion fruit grows above ground, on bushes or trees.",passion fruit,fruit,7
"prunes grow above ground, on bushes or trees.",prunes,fruit,7
"gooseberry grows above ground, on bushes or trees.",gooseberry,fruit,7
"date grows above ground, on bushes or trees.",date,fruit,7
"kumquat grows above ground, on bushes or trees.",kumquat,fruit,7
"raisin grows above ground, on bushes or trees.",raisin,fruit,7
"muskmelon grows above ground, on bushes or trees.",muskmelon,fruit,7
"persimmon grows above ground, on bushes or trees.",persimmon,fruit,7
"pawpaw grows above ground, on bushes or trees.",pawpaw,fruit,7
"coconut grows above ground, on bushes or trees.",coconut,fruit,7
"avocado grows above ground, on bushes or trees.",avocado,fruit,7
"pumpkin grows above ground, on bushes or trees.",pumpkin,fruit,7
"tomato grows above ground, on bushes or trees.",tomato,fruit,7
"nut grows above ground, on bushes or trees.",nut,fruit,7
"gourd grows above ground, on bushes or trees.",gourd,fruit,7
"olive grows above ground, on bushes or trees.",olive,fruit,7
"pickle grows above ground, on bushes or trees.",pickle,fruit,7
"squash grows above ground, on bushes or trees.",squash,fruit,7
orange is juicy.,orange,fruit,8
apple is juicy.,apple,fruit,8
banana is juicy.,banana,fruit,8
peach is juicy.,peach,fruit,8
pear is juicy.,pear,fruit,8
apricot is juicy.,apricot,fruit,8
tangerine is juicy.,tangerine,fruit,8
plum is juicy.,plum,fruit,8
grapes are juicy.,grapes,fruit,8
nectarine is juicy.,nectarine,fruit,8
strawberry is juicy.,strawberry,fruit,8
grapefruit is juicy.,grapefruit,fruit,8
berry is juicy.,berry,fruit,8
cherry is juicy.,cherry,fruit,8
pineapple is juicy.,pineapple,fruit,8
blackberry is juicy.,blackberry,fruit,8
melon is juicy.,melon,fruit,8
blueberry is juicy.,blueberry,fruit,8
raspberry is juicy.,raspberry,fruit,8
lemon is juicy.,lemon,fruit,8
black raspberry is juicy.,black raspberry,fruit,8
boysenberry is juicy.,boysenberry,fruit,8
watermelon is juicy.,watermelon,fruit,8
cantaloupe is juicy.,cantaloupe,fruit,8
lime is juicy.,lime,fruit,8
tangelo is juicy.,tangelo,fruit,8
papaya is juicy.,papaya,fruit,8
honeydew is juicy.,honeydew,fruit,8
fig is juicy.,fig,fruit,8
mango is juicy.,mango,fruit,8
guava is juicy.,guava,fruit,8
pomegranate is juicy.,pomegranate,fruit,8
cranberry is juicy.,cranberry,fruit,8
passion fruit is juicy.,passion fruit,fruit,8
prunes are juicy.,prunes,fruit,8
gooseberry is juicy.,gooseberry,fruit,8
date is juicy.,date,fruit,8
kumquat is juicy.,kumquat,fruit,8
raisin is juicy.,raisin,fruit,8
muskmelon is juicy.,muskmelon,fruit,8
persimmon is juicy.,persimmon,fruit,8
pawpaw is juicy.,pawpaw,fruit,8
coconut is juicy.,coconut,fruit,8
avocado is juicy.,avocado,fruit,8
pumpkin is juicy.,pumpkin,fruit,8
tomato is juicy.,tomato,fruit,8
nut is juicy.,nut,fruit,8
gourd is juicy.,gourd,fruit,8
olive is juicy.,olive,fruit,8
pickle is juicy.,pickle,fruit,8
squash is juicy.,squash,fruit,8
orange is thirst quenching.,orange,fruit,9
apple is thirst quenching.,apple,fruit,9
banana is thirst quenching.,banana,fruit,9
peach is thirst quenching.,peach,fruit,9
pear is thirst quenching.,pear,fruit,9
apricot is thirst quenching.,apricot,fruit,9
tangerine is thirst quenching.,tangerine,fruit,9
plum is thirst quenching.,plum,fruit,9
grapes are thirst quenching.,grapes,fruit,9
nectarine is thirst quenching.,nectarine,fruit,9
strawberry is thirst quenching.,strawberry,fruit,9
grapefruit is thirst quenching.,grapefruit,fruit,9
berry is thirst quenching.,berry,fruit,9
cherry is thirst quenching.,cherry,fruit,9
pineapple is thirst quenching.,pineapple,fruit,9
blackberry is thirst quenching.,blackberry,fruit,9
melon is thirst quenching.,melon,fruit,9
blueberry is thirst quenching.,blueberry,fruit,9
raspberry is thirst quenching.,raspberry,fruit,9
lemon is thirst quenching.,lemon,fruit,9
black raspberry is thirst quenching.,black raspberry,fruit,9
boysenberry is thirst quenching.,boysenberry,fruit,9
watermelon is thirst quenching.,watermelon,fruit,9
cantaloupe is thirst quenching.,cantaloupe,fruit,9
lime is thirst quenching.,lime,fruit,9
tangelo is thirst quenching.,tangelo,fruit,9
papaya is thirst quenching.,papaya,fruit,9
honeydew is thirst quenching.,honeydew,fruit,9
fig is thirst quenching.,fig,fruit,9
mango is thirst quenching.,mango,fruit,9
guava is thirst quenching.,guava,fruit,9
pomegranate is thirst quenching.,pomegranate,fruit,9
cranberry is thirst quenching.,cranberry,fruit,9
passion fruit is thirst quenching.,passion fruit,fruit,9
prunes are thirst quenching.,prunes,fruit,9
gooseberry is thirst quenching.,gooseberry,fruit,9
date is thirst quenching.,date,fruit,9
kumquat is thirst quenching.,kumquat,fruit,9
raisin is thirst quenching.,raisin,fruit,9
muskmelon is thirst quenching.,muskmelon,fruit,9
persimmon is thirst quenching.,persimmon,fruit,9
pawpaw is thirst quenching.,pawpaw,fruit,9
coconut is thirst quenching.,coconut,fruit,9
avocado is thirst quenching.,avocado,fruit,9
pumpkin is thirst quenching.,pumpkin,fruit,9
tomato is thirst quenching.,tomato,fruit,9
nut is thirst quenching.,nut,fruit,9
gourd is thirst quenching.,gourd,fruit,9
olive is thirst quenching.,olive,fruit,9
pickle is thirst quenching.,pickle,fruit,9
squash is thirst quenching.,squash,fruit,9
orange is brightly coloured.,orange,fruit,10
apple is brightly coloured.,apple,fruit,10
banana is brightly coloured.,banana,fruit,10
peach is brightly coloured.,peach,fruit,10
pear is brightly coloured.,pear,fruit,10
apricot is brightly coloured.,apricot,fruit,10
tangerine is brightly coloured.,tangerine,fruit,10
plum is brightly coloured.,plum,fruit,10
grapes are brightly coloured.,grapes,fruit,10
nectarine is brightly coloured.,nectarine,fruit,10
strawberry is brightly coloured.,strawberry,fruit,10
grapefruit is brightly coloured.,grapefruit,fruit,10
berry is brightly coloured.,berry,fruit,10
cherry is brightly coloured.,cherry,fruit,10
pineapple is brightly coloured.,pineapple,fruit,10
blackberry is brightly coloured.,blackberry,fruit,10
melon is brightly coloured.,melon,fruit,10
blueberry is brightly coloured.,blueberry,fruit,10
raspberry is brightly coloured.,raspberry,fruit,10
lemon is brightly coloured.,lemon,fruit,10
black raspberry is brightly coloured.,black raspberry,fruit,10
boysenberry is brightly coloured.,boysenberry,fruit,10
watermelon is brightly coloured.,watermelon,fruit,10
cantaloupe is brightly coloured.,cantaloupe,fruit,10
lime is brightly coloured.,lime,fruit,10
tangelo is brightly coloured.,tangelo,fruit,10
papaya is brightly coloured.,papaya,fruit,10
honeydew is brightly coloured.,honeydew,fruit,10
fig is brightly coloured.,fig,fruit,10
mango is brightly coloured.,mango,fruit,10
guava is brightly coloured.,guava,fruit,10
pomegranate is brightly coloured.,pomegranate,fruit,10
cranberry is brightly coloured.,cranberry,fruit,10
passion fruit is brightly coloured.,passion fruit,fruit,10
prunes are brightly coloured.,prunes,fruit,10
gooseberry is brightly coloured.,gooseberry,fruit,10
date is brightly coloured.,date,fruit,10
kumquat is brightly coloured.,kumquat,fruit,10
raisin is brightly coloured.,raisin,fruit,10
muskmelon is brightly coloured.,muskmelon,fruit,10
persimmon is brightly coloured.,persimmon,fruit,10
pawpaw is brightly coloured.,pawpaw,fruit,10
coconut is brightly coloured.,coconut,fruit,10
avocado is brightly coloured.,avocado,fruit,10
pumpkin is brightly coloured.,pumpkin,fruit,10
tomato is brightly coloured.,tomato,fruit,10
nut is brightly coloured.,nut,fruit,10
gourd is brightly coloured.,gourd,fruit,10
olive is brightly coloured.,olive,fruit,10
pickle is brightly coloured.,pickle,fruit,10
squash is brightly coloured.,squash,fruit,10
orange is sweet.,orange,fruit,11
apple is sweet.,apple,fruit,11
banana is sweet.,banana,fruit,11
peach is sweet.,peach,fruit,11
pear is sweet.,pear,fruit,11
apricot is sweet.,apricot,fruit,11
tangerine is sweet.,tangerine,fruit,11
plum is sweet.,plum,fruit,11
grapes are sweet.,grapes,fruit,11
nectarine is sweet.,nectarine,fruit,11
strawberry is sweet.,strawberry,fruit,11
grapefruit is sweet.,grapefruit,fruit,11
berry is sweet.,berry,fruit,11
cherry is sweet.,cherry,fruit,11
pineapple is sweet.,pineapple,fruit,11
blackberry is sweet.,blackberry,fruit,11
melon is sweet.,melon,fruit,11
blueberry is sweet.,blueberry,fruit,11
raspberry is sweet.,raspberry,fruit,11
lemon is sweet.,lemon,fruit,11
black raspberry is sweet.,black raspberry,fruit,11
boysenberry is sweet.,boysenberry,fruit,11
watermelon is sweet.,watermelon,fruit,11
cantaloupe is sweet.,cantaloupe,fruit,11
lime is sweet.,lime,fruit,11
tangelo is sweet.,tangelo,fruit,11
papaya is sweet.,papaya,fruit,11
honeydew is sweet.,honeydew,fruit,11
fig is sweet.,fig,fruit,11
mango is sweet.,mango,fruit,11
guava is sweet.,guava,fruit,11
pomegranate is sweet.,pomegranate,fruit,11
cranberry is sweet.,cranberry,fruit,11
passion fruit is sweet.,passion fruit,fruit,11
prunes are sweet.,prunes,fruit,11
gooseberry is sweet.,gooseberry,fruit,11
date is sweet.,date,fruit,11
kumquat is sweet.,kumquat,fruit,11
raisin is sweet.,raisin,fruit,11
muskmelon is sweet.,muskmelon,fruit,11
persimmon is sweet.,persimmon,fruit,11
pawpaw is sweet.,pawpaw,fruit,11
coconut is sweet.,coconut,fruit,11
avocado is sweet.,avocado,fruit,11
pumpkin is sweet.,pumpkin,fruit,11
tomato is sweet.,tomato,fruit,11
nut is sweet.,nut,fruit,11
gourd is sweet.,gourd,fruit,11
olive is sweet.,olive,fruit,11
pickle is sweet.,pickle,fruit,11
squash is sweet.,squash,fruit,11
orange has an outer layer of skin or peel.,orange,fruit,12
apple has an outer layer of skin or peel.,apple,fruit,12
banana has an outer layer of skin or peel.,banana,fruit,12
peach has an outer layer of skin or peel.,peach,fruit,12
pear has an outer layer of skin or peel.,pear,fruit,12
apricot has an outer layer of skin or peel.,apricot,fruit,12
tangerine has an outer layer of skin or peel.,tangerine,fruit,12
plum has an outer layer of skin or peel.,plum,fruit,12
grapes have an outer layer of skin or peel.,grapes,fruit,12
nectarine has an outer layer of skin or peel.,nectarine,fruit,12
strawberry has an outer layer of skin or peel.,strawberry,fruit,12
grapefruit has an outer layer of skin or peel.,grapefruit,fruit,12
berry has an outer layer of skin or peel.,berry,fruit,12
cherry has an outer layer of skin or peel.,cherry,fruit,12
pineapple has an outer layer of skin or peel.,pineapple,fruit,12
blackberry has an outer layer of skin or peel.,blackberry,fruit,12
melon has an outer layer of skin or peel.,melon,fruit,12
blueberry has an outer layer of skin or peel.,blueberry,fruit,12
raspberry has an outer layer of skin or peel.,raspberry,fruit,12
lemon has an outer layer of skin or peel.,lemon,fruit,12
black raspberry has an outer layer of skin or peel.,black raspberry,fruit,12
boysenberry has an outer layer of skin or peel.,boysenberry,fruit,12
watermelon has an outer layer of skin or peel.,watermelon,fruit,12
cantaloupe has an outer layer of skin or peel.,cantaloupe,fruit,12
lime has an outer layer of skin or peel.,lime,fruit,12
tangelo has an outer layer of skin or peel.,tangelo,fruit,12
papaya has an outer layer of skin or peel.,papaya,fruit,12
honeydew has an outer layer of skin or peel.,honeydew,fruit,12
fig has an outer layer of skin or peel.,fig,fruit,12
mango has an outer layer of skin or peel.,mango,fruit,12
guava has an outer layer of skin or peel.,guava,fruit,12
pomegranate has an outer layer of skin or peel.,pomegranate,fruit,12
cranberry has an outer layer of skin or peel.,cranberry,fruit,12
passion fruit has an outer layer of skin or peel.,passion fruit,fruit,12
prunes have an outer layer of skin or peel.,prunes,fruit,12
gooseberry has an outer layer of skin or peel.,gooseberry,fruit,12
date has an outer layer of skin or peel.,date,fruit,12
kumquat has an outer layer of skin or peel.,kumquat,fruit,12
raisin has an outer layer of skin or peel.,raisin,fruit,12
muskmelon has an outer layer of skin or peel.,muskmelon,fruit,12
persimmon has an outer layer of skin or peel.,persimmon,fruit,12
pawpaw has an outer layer of skin or peel.,pawpaw,fruit,12
coconut has an outer layer of skin or peel.,coconut,fruit,12
avocado has an outer layer of skin or peel.,avocado,fruit,12
pumpkin has an outer layer of skin or peel.,pumpkin,fruit,12
tomato has an outer layer of skin or peel.,tomato,fruit,12
nut has an outer layer of skin or peel.,nut,fruit,12
gourd has an outer layer of skin or peel.,gourd,fruit,12
olive has an outer layer of skin or peel.,olive,fruit,12
pickle has an outer layer of skin or peel.,pickle,fruit,12
squash has an outer layer of skin or peel.,squash,fruit,12
orange is round.,orange,fruit,13
apple is round.,apple,fruit,13
banana is round.,banana,fruit,13
peach is round.,peach,fruit,13
pear is round.,pear,fruit,13
apricot is round.,apricot,fruit,13
tangerine is round.,tangerine,fruit,13
plum is round.,plum,fruit,13
grapes are round.,grapes,fruit,13
nectarine is round.,nectarine,fruit,13
strawberry is round.,strawberry,fruit,13
grapefruit is round.,grapefruit,fruit,13
berry is round.,berry,fruit,13
cherry is round.,cherry,fruit,13
pineapple is round.,pineapple,fruit,13
blackberry is round.,blackberry,fruit,13
melon is round.,melon,fruit,13
blueberry is round.,blueberry,fruit,13
raspberry is round.,raspberry,fruit,13
lemon is round.,lemon,fruit,13
black raspberry is round.,black raspberry,fruit,13
boysenberry is round.,boysenberry,fruit,13
watermelon is round.,watermelon,fruit,13
cantaloupe is round.,cantaloupe,fruit,13
lime is round.,lime,fruit,13
tangelo is round.,tangelo,fruit,13
papaya is round.,papaya,fruit,13
honeydew is round.,honeydew,fruit,13
fig is round.,fig,fruit,13
mango is round.,mango,fruit,13
guava is round.,guava,fruit,13
pomegranate is round.,pomegranate,fruit,13
cranberry is round.,cranberry,fruit,13
passion fruit is round.,passion fruit,fruit,13
prunes are round.,prunes,fruit,13
gooseberry is round.,gooseberry,fruit,13
date is round.,date,fruit,13
kumquat is round.,kumquat,fruit,13
raisin is round.,raisin,fruit,13
muskmelon is round.,muskmelon,fruit,13
persimmon is round.,persimmon,fruit,13
pawpaw is round.,pawpaw,fruit,13
coconut is round.,coconut,fruit,13
avocado is round.,avocado,fruit,13
pumpkin is round.,pumpkin,fruit,13
tomato is round.,tomato,fruit,13
nut is round.,nut,fruit,13
gourd is round.,gourd,fruit,13
olive is round.,olive,fruit,13
pickle is round.,pickle,fruit,13
squash is round.,squash,fruit,13
"orange is eaten as a dessert, snack, or on its own.",orange,fruit,14
"apple is eaten as a dessert, snack, or on its own.",apple,fruit,14
"banana is eaten as a dessert, snack, or on its own.",banana,fruit,14
"peach is eaten as a dessert, snack, or on its own.",peach,fruit,14
"pear is eaten as a dessert, snack, or on its own.",pear,fruit,14
"apricot is eaten as a dessert, snack, or on its own.",apricot,fruit,14
"tangerine is eaten as a dessert, snack, or on its own.",tangerine,fruit,14
"plum is eaten as a dessert, snack, or on its own.",plum,fruit,14
"grapes are eaten as a dessert, snack, or on its own.",grapes,fruit,14
"nectarine is eaten as a dessert, snack, or on its own.",nectarine,fruit,14
"strawberry is eaten as a dessert, snack, or on its own.",strawberry,fruit,14
"grapefruit is eaten as a dessert, snack, or on its own.",grapefruit,fruit,14
"berry is eaten as a dessert, snack, or on its own.",berry,fruit,14
"cherry is eaten as a dessert, snack, or on its own.",cherry,fruit,14
"pineapple is eaten as a dessert, snack, or on its own.",pineapple,fruit,14
"blackberry is eaten as a dessert, snack, or on its own.",blackberry,fruit,14
"melon is eaten as a dessert, snack, or on its own.",melon,fruit,14
"blueberry is eaten as a dessert, snack, or on its own.",blueberry,fruit,14
"raspberry is eaten as a dessert, snack, or on its own.",raspberry,fruit,14
"lemon is eaten as a dessert, snack, or on its own.",lemon,fruit,14
"black raspberry is eaten as a dessert, snack, or on its own.",black raspberry,fruit,14
"boysenberry is eaten as a dessert, snack, or on its own.",boysenberry,fruit,14
"watermelon is eaten as a dessert, snack, or on its own.",watermelon,fruit,14
"cantaloupe is eaten as a dessert, snack, or on its own.",cantaloupe,fruit,14
"lime is eaten as a dessert, snack, or on its own.",lime,fruit,14
"tangelo is eaten as a dessert, snack, or on its own.",tangelo,fruit,14
"papaya is eaten as a dessert, snack, or on its own.",papaya,fruit,14
"honeydew is eaten as a dessert, snack, or on its own.",honeydew,fruit,14
"fig is eaten as a dessert, snack, or on its own.",fig,fruit,14
"mango is eaten as a dessert, snack, or on its own.",mango,fruit,14
"guava is eaten as a dessert, snack, or on its own.",guava,fruit,14
"pomegranate is eaten as a dessert, snack, or on its own.",pomegranate,fruit,14
"cranberry is eaten as a dessert, snack, or on its own.",cranberry,fruit,14
"passion fruit is eaten as a dessert, snack, or on its own.",passion fruit,fruit,14
"prunes are eaten as a dessert, snack, or on its own.",prunes,fruit,14
"gooseberry is eaten as a dessert, snack, or on its own.",gooseberry,fruit,14
"date is eaten as a dessert, snack, or on its own.",date,fruit,14
"kumquat is eaten as a dessert, snack, or on its own.",kumquat,fruit,14
"raisin is eaten as a dessert, snack, or on its own.",raisin,fruit,14
"muskmelon is eaten as a dessert, snack, or on its own.",muskmelon,fruit,14
"persimmon is eaten as a dessert, snack, or on its own.",persimmon,fruit,14
"pawpaw is eaten as a dessert, snack, or on its own.",pawpaw,fruit,14
"coconut is eaten as a dessert, snack, or on its own.",coconut,fruit,14
"avocado is eaten as a dessert, snack, or on its own.",avocado,fruit,14
"pumpkin is eaten as a dessert, snack, or on its own.",pumpkin,fruit,14
"tomato is eaten as a dessert, snack, or on its own.",tomato,fruit,14
"nut is eaten as a dessert, snack, or on its own.",nut,fruit,14
"gourd is eaten as a dessert, snack, or on its own.",gourd,fruit,14
"olive is eaten as a dessert, snack, or on its own.",olive,fruit,14
"pickle is eaten as a dessert, snack, or on its own.",pickle,fruit,14
"squash is eaten as a dessert, snack, or on its own.",squash,fruit,14
orange is a protection for seeds.,orange,fruit,15
apple is a protection for seeds.,apple,fruit,15
banana is a protection for seeds.,banana,fruit,15
peach is a protection for seeds.,peach,fruit,15
pear is a protection for seeds.,pear,fruit,15
apricot is a protection for seeds.,apricot,fruit,15
tangerine is a protection for seeds.,tangerine,fruit,15
plum is a protection for seeds.,plum,fruit,15
grapes are a protection for seeds.,grapes,fruit,15
nectarine is a protection for seeds.,nectarine,fruit,15
strawberry is a protection for seeds.,strawberry,fruit,15
grapefruit is a protection for seeds.,grapefruit,fruit,15
berry is a protection for seeds.,berry,fruit,15
cherry is a protection for seeds.,cherry,fruit,15
pineapple is a protection for seeds.,pineapple,fruit,15
blackberry is a protection for seeds.,blackberry,fruit,15
melon is a protection for seeds.,melon,fruit,15
blueberry is a protection for seeds.,blueberry,fruit,15
raspberry is a protection for seeds.,raspberry,fruit,15
lemon is a protection for seeds.,lemon,fruit,15
black raspberry is a protection for seeds.,black raspberry,fruit,15
boysenberry is a protection for seeds.,boysenberry,fruit,15
watermelon is a protection for seeds.,watermelon,fruit,15
cantaloupe is a protection for seeds.,cantaloupe,fruit,15
lime is a protection for seeds.,lime,fruit,15
tangelo is a protection for seeds.,tangelo,fruit,15
papaya is a protection for seeds.,papaya,fruit,15
honeydew is a protection for seeds.,honeydew,fruit,15
fig is a protection for seeds.,fig,fruit,15
