premise,conclusion,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,params,model
Dates are vorpal.,All fruits are vorpal.,date,fruit,are,Dates,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Dates are frabjous.,All fruits are frabjous.,date,fruit,are,Dates,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Dates have wugs.,All fruits have wugs.,date,fruit,have,Dates,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Dates have feps.,All fruits have feps.,date,fruit,have,Dates,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Dates have blickets.,All fruits have blickets.,date,fruit,have,Dates,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Dates have jabberwocks.,All fruits have jabberwocks.,date,fruit,have,Dates,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Dates have toves.,All fruits have toves.,date,fruit,have,Dates,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Kumquats can be daxed.,All fruits can be daxed.,kumquat,fruit,can be,Kumquats,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Kumquats can be wiffed.,All fruits can be wiffed.,kumquat,fruit,can be,Kumquats,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Kumquats can be blicked.,All fruits can be blicked.,kumquat,fruit,can be,Kumquats,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Kumquats can be gyred.,All fruits can be gyred.,kumquat,fruit,can be,Kumquats,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Kumquats can be gimbled.,All fruits can be gimbled.,kumquat,fruit,can be,Kumquats,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Kumquats are beamish.,All fruits are beamish.,kumquat,fruit,are,Kumquats,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Kumquats are slithy.,All fruits are slithy.,kumquat,fruit,are,Kumquats,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Kumquats are mimsy.,All fruits are mimsy.,kumquat,fruit,are,Kumquats,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Kumquats are vorpal.,All fruits are vorpal.,kumquat,fruit,are,Kumquats,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Kumquats are frabjous.,All fruits are frabjous.,kumquat,fruit,are,Kumquats,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Kumquats have wugs.,All fruits have wugs.,kumquat,fruit,have,Kumquats,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Kumquats have feps.,All fruits have feps.,kumquat,fruit,have,Kumquats,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Kumquats have blickets.,All fruits have blickets.,kumquat,fruit,have,Kumquats,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Kumquats have jabberwocks.,All fruits have jabberwocks.,kumquat,fruit,have,Kumquats,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Kumquats have toves.,All fruits have toves.,kumquat,fruit,have,Kumquats,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Raisins can be daxed.,All fruits can be daxed.,raisin,fruit,can be,Raisins,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Raisins can be wiffed.,All fruits can be wiffed.,raisin,fruit,can be,Raisins,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Raisins can be blicked.,All fruits can be blicked.,raisin,fruit,can be,Raisins,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Raisins can be gyred.,All fruits can be gyred.,raisin,fruit,can be,Raisins,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Raisins can be gimbled.,All fruits can be gimbled.,raisin,fruit,can be,Raisins,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Raisins are beamish.,All fruits are beamish.,raisin,fruit,are,Raisins,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Raisins are slithy.,All fruits are slithy.,raisin,fruit,are,Raisins,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Raisins are mimsy.,All fruits are mimsy.,raisin,fruit,are,Raisins,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Raisins are vorpal.,All fruits are vorpal.,raisin,fruit,are,Raisins,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Raisins are frabjous.,All fruits are frabjous.,raisin,fruit,are,Raisins,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Raisins have wugs.,All fruits have wugs.,raisin,fruit,have,Raisins,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Raisins have feps.,All fruits have feps.,raisin,fruit,have,Raisins,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Raisins have blickets.,All fruits have blickets.,raisin,fruit,have,Raisins,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Raisins have jabberwocks.,All fruits have jabberwocks.,raisin,fruit,have,Raisins,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Raisins have toves.,All fruits have toves.,raisin,fruit,have,Raisins,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Muskmelons can be daxed.,All fruits can be daxed.,muskmelon,fruit,can be,Muskmelons,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Muskmelons can be wiffed.,All fruits can be wiffed.,muskmelon,fruit,can be,Muskmelons,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Muskmelons can be blicked.,All fruits can be blicked.,muskmelon,fruit,can be,Muskmelons,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Muskmelons can be gyred.,All fruits can be gyred.,muskmelon,fruit,can be,Muskmelons,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Muskmelons can be gimbled.,All fruits can be gimbled.,muskmelon,fruit,can be,Muskmelons,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Muskmelons are beamish.,All fruits are beamish.,muskmelon,fruit,are,Muskmelons,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Muskmelons are slithy.,All fruits are slithy.,muskmelon,fruit,are,Muskmelons,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Muskmelons are mimsy.,All fruits are mimsy.,muskmelon,fruit,are,Muskmelons,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Muskmelons are vorpal.,All fruits are vorpal.,muskmelon,fruit,are,Muskmelons,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Muskmelons are frabjous.,All fruits are frabjous.,muskmelon,fruit,are,Muskmelons,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Muskmelons have wugs.,All fruits have wugs.,muskmelon,fruit,have,Muskmelons,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Muskmelons have feps.,All fruits have feps.,muskmelon,fruit,have,Muskmelons,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Muskmelons have blickets.,All fruits have blickets.,muskmelon,fruit,have,Muskmelons,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Muskmelons have jabberwocks.,All fruits have jabberwocks.,muskmelon,fruit,have,Muskmelons,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Muskmelons have toves.,All fruits have toves.,muskmelon,fruit,have,Muskmelons,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Persimmons can be daxed.,All fruits can be daxed.,persimmon,fruit,can be,Persimmons,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Persimmons can be wiffed.,All fruits can be wiffed.,persimmon,fruit,can be,Persimmons,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Persimmons can be blicked.,All fruits can be blicked.,persimmon,fruit,can be,Persimmons,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Persimmons can be gyred.,All fruits can be gyred.,persimmon,fruit,can be,Persimmons,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Persimmons can be gimbled.,All fruits can be gimbled.,persimmon,fruit,can be,Persimmons,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Persimmons are beamish.,All fruits are beamish.,persimmon,fruit,are,Persimmons,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Persimmons are slithy.,All fruits are slithy.,persimmon,fruit,are,Persimmons,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Persimmons are mimsy.,All fruits are mimsy.,persimmon,fruit,are,Persimmons,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Persimmons are vorpal.,All fruits are vorpal.,persimmon,fruit,are,Persimmons,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Persimmons are frabjous.,All fruits are frabjous.,persimmon,fruit,are,Persimmons,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Persimmons have wugs.,All fruits have wugs.,persimmon,fruit,have,Persimmons,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Persimmons have feps.,All fruits have feps.,persimmon,fruit,have,Persimmons,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Persimmons have blickets.,All fruits have blickets.,persimmon,fruit,have,Persimmons,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Persimmons have jabberwocks.,All fruits have jabberwocks.,persimmon,fruit,have,Persimmons,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Persimmons have toves.,All fruits have toves.,persimmon,fruit,have,Persimmons,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Pawpaws can be daxed.,All fruits can be daxed.,pawpaw,fruit,can be,Pawpaws,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Pawpaws can be wiffed.,All fruits can be wiffed.,pawpaw,fruit,can be,Pawpaws,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Pawpaws can be blicked.,All fruits can be blicked.,pawpaw,fruit,can be,Pawpaws,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Pawpaws can be gyred.,All fruits can be gyred.,pawpaw,fruit,can be,Pawpaws,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Pawpaws can be gimbled.,All fruits can be gimbled.,pawpaw,fruit,can be,Pawpaws,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Pawpaws are beamish.,All fruits are beamish.,pawpaw,fruit,are,Pawpaws,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Pawpaws are slithy.,All fruits are slithy.,pawpaw,fruit,are,Pawpaws,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Pawpaws are mimsy.,All fruits are mimsy.,pawpaw,fruit,are,Pawpaws,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Pawpaws are vorpal.,All fruits are vorpal.,pawpaw,fruit,are,Pawpaws,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Pawpaws are frabjous.,All fruits are frabjous.,pawpaw,fruit,are,Pawpaws,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Pawpaws have wugs.,All fruits have wugs.,pawpaw,fruit,have,Pawpaws,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Pawpaws have feps.,All fruits have feps.,pawpaw,fruit,have,Pawpaws,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Pawpaws have blickets.,All fruits have blickets.,pawpaw,fruit,have,Pawpaws,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Pawpaws have jabberwocks.,All fruits have jabberwocks.,pawpaw,fruit,have,Pawpaws,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Pawpaws have toves.,All fruits have toves.,pawpaw,fruit,have,Pawpaws,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Coconuts can be daxed.,All fruits can be daxed.,coconut,fruit,can be,Coconuts,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Coconuts can be wiffed.,All fruits can be wiffed.,coconut,fruit,can be,Coconuts,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Coconuts can be blicked.,All fruits can be blicked.,coconut,fruit,can be,Coconuts,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Coconuts can be gyred.,All fruits can be gyred.,coconut,fruit,can be,Coconuts,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Coconuts can be gimbled.,All fruits can be gimbled.,coconut,fruit,can be,Coconuts,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Coconuts are beamish.,All fruits are beamish.,coconut,fruit,are,Coconuts,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Coconuts are slithy.,All fruits are slithy.,coconut,fruit,are,Coconuts,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Coconuts are mimsy.,All fruits are mimsy.,coconut,fruit,are,Coconuts,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Coconuts are vorpal.,All fruits are vorpal.,coconut,fruit,are,Coconuts,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Coconuts are frabjous.,All fruits are frabjous.,coconut,fruit,are,Coconuts,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Coconuts have wugs.,All fruits have wugs.,coconut,fruit,have,Coconuts,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Coconuts have feps.,All fruits have feps.,coconut,fruit,have,Coconuts,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Coconuts have blickets.,All fruits have blickets.,coconut,fruit,have,Coconuts,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Coconuts have jabberwocks.,All fruits have jabberwocks.,coconut,fruit,have,Coconuts,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Coconuts have toves.,All fruits have toves.,coconut,fruit,have,Coconuts,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Avocados can be daxed.,All fruits can be daxed.,avocado,fruit,can be,Avocados,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Avocados can be wiffed.,All fruits can be wiffed.,avocado,fruit,can be,Avocados,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Avocados can be blicked.,All fruits can be blicked.,avocado,fruit,can be,Avocados,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Avocados can be gyred.,All fruits can be gyred.,avocado,fruit,can be,Avocados,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Avocados can be gimbled.,All fruits can be gimbled.,avocado,fruit,can be,Avocados,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Avocados are beamish.,All fruits are beamish.,avocado,fruit,are,Avocados,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Avocados are slithy.,All fruits are slithy.,avocado,fruit,are,Avocados,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Avocados are mimsy.,All fruits are mimsy.,avocado,fruit,are,Avocados,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Avocados are vorpal.,All fruits are vorpal.,avocado,fruit,are,Avocados,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Avocados are frabjous.,All fruits are frabjous.,avocado,fruit,are,Avocados,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Avocados have wugs.,All fruits have wugs.,avocado,fruit,have,Avocados,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Avocados have feps.,All fruits have feps.,avocado,fruit,have,Avocados,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Avocados have blickets.,All fruits have blickets.,avocado,fruit,have,Avocados,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Avocados have jabberwocks.,All fruits have jabberwocks.,avocado,fruit,have,Avocados,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Avocados have toves.,All fruits have toves.,avocado,fruit,have,Avocados,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Pumpkins can be daxed.,All fruits can be daxed.,pumpkin,fruit,can be,Pumpkins,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Pumpkins can be wiffed.,All fruits can be wiffed.,pumpkin,fruit,can be,Pumpkins,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Pumpkins can be blicked.,All fruits can be blicked.,pumpkin,fruit,can be,Pumpkins,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Pumpkins can be gyred.,All fruits can be gyred.,pumpkin,fruit,can be,Pumpkins,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Pumpkins can be gimbled.,All fruits can be gimbled.,pumpkin,fruit,can be,Pumpkins,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Pumpkins are beamish.,All fruits are beamish.,pumpkin,fruit,are,Pumpkins,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Pumpkins are slithy.,All fruits are slithy.,pumpkin,fruit,are,Pumpkins,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Pumpkins are mimsy.,All fruits are mimsy.,pumpkin,fruit,are,Pumpkins,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Pumpkins are vorpal.,All fruits are vorpal.,pumpkin,fruit,are,Pumpkins,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Pumpkins are frabjous.,All fruits are frabjous.,pumpkin,fruit,are,Pumpkins,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Pumpkins have wugs.,All fruits have wugs.,pumpkin,fruit,have,Pumpkins,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Pumpkins have feps.,All fruits have feps.,pumpkin,fruit,have,Pumpkins,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Pumpkins have blickets.,All fruits have blickets.,pumpkin,fruit,have,Pumpkins,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Pumpkins have jabberwocks.,All fruits have jabberwocks.,pumpkin,fruit,have,Pumpkins,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Pumpkins have toves.,All fruits have toves.,pumpkin,fruit,have,Pumpkins,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Tomatoes can be daxed.,All fruits can be daxed.,tomato,fruit,can be,Tomatoes,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Tomatoes can be wiffed.,All fruits can be wiffed.,tomato,fruit,can be,Tomatoes,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Tomatoes can be blicked.,All fruits can be blicked.,tomato,fruit,can be,Tomatoes,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Tomatoes can be gyred.,All fruits can be gyred.,tomato,fruit,can be,Tomatoes,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Tomatoes can be gimbled.,All fruits can be gimbled.,tomato,fruit,can be,Tomatoes,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Tomatoes are beamish.,All fruits are beamish.,tomato,fruit,are,Tomatoes,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Tomatoes are slithy.,All fruits are slithy.,tomato,fruit,are,Tomatoes,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Tomatoes are mimsy.,All fruits are mimsy.,tomato,fruit,are,Tomatoes,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Tomatoes are vorpal.,All fruits are vorpal.,tomato,fruit,are,Tomatoes,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Tomatoes are frabjous.,All fruits are frabjous.,tomato,fruit,are,Tomatoes,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Tomatoes have wugs.,All fruits have wugs.,tomato,fruit,have,Tomatoes,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Tomatoes have feps.,All fruits have feps.,tomato,fruit,have,Tomatoes,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Tomatoes have blickets.,All fruits have blickets.,tomato,fruit,have,Tomatoes,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Tomatoes have jabberwocks.,All fruits have jabberwocks.,tomato,fruit,have,Tomatoes,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Tomatoes have toves.,All fruits have toves.,tomato,fruit,have,Tomatoes,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Nuts can be daxed.,All fruits can be daxed.,nut,fruit,can be,Nuts,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Nuts can be wiffed.,All fruits can be wiffed.,nut,fruit,can be,Nuts,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Nuts can be blicked.,All fruits can be blicked.,nut,fruit,can be,Nuts,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Nuts can be gyred.,All fruits can be gyred.,nut,fruit,can be,Nuts,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Nuts can be gimbled.,All fruits can be gimbled.,nut,fruit,can be,Nuts,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Nuts are beamish.,All fruits are beamish.,nut,fruit,are,Nuts,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Nuts are slithy.,All fruits are slithy.,nut,fruit,are,Nuts,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Nuts are mimsy.,All fruits are mimsy.,nut,fruit,are,Nuts,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Nuts are vorpal.,All fruits are vorpal.,nut,fruit,are,Nuts,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Nuts are frabjous.,All fruits are frabjous.,nut,fruit,are,Nuts,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Nuts have wugs.,All fruits have wugs.,nut,fruit,have,Nuts,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Nuts have feps.,All fruits have feps.,nut,fruit,have,Nuts,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Nuts have blickets.,All fruits have blickets.,nut,fruit,have,Nuts,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Nuts have jabberwocks.,All fruits have jabberwocks.,nut,fruit,have,Nuts,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Nuts have toves.,All fruits have toves.,nut,fruit,have,Nuts,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Gourds can be daxed.,All fruits can be daxed.,gourd,fruit,can be,Gourds,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Gourds can be wiffed.,All fruits can be wiffed.,gourd,fruit,can be,Gourds,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Gourds can be blicked.,All fruits can be blicked.,gourd,fruit,can be,Gourds,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Gourds can be gyred.,All fruits can be gyred.,gourd,fruit,can be,Gourds,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Gourds can be gimbled.,All fruits can be gimbled.,gourd,fruit,can be,Gourds,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Gourds are beamish.,All fruits are beamish.,gourd,fruit,are,Gourds,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Gourds are slithy.,All fruits are slithy.,gourd,fruit,are,Gourds,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Gourds are mimsy.,All fruits are mimsy.,gourd,fruit,are,Gourds,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Gourds are vorpal.,All fruits are vorpal.,gourd,fruit,are,Gourds,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Gourds are frabjous.,All fruits are frabjous.,gourd,fruit,are,Gourds,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Gourds have wugs.,All fruits have wugs.,gourd,fruit,have,Gourds,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Gourds have feps.,All fruits have feps.,gourd,fruit,have,Gourds,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Gourds have blickets.,All fruits have blickets.,gourd,fruit,have,Gourds,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Gourds have jabberwocks.,All fruits have jabberwocks.,gourd,fruit,have,Gourds,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Gourds have toves.,All fruits have toves.,gourd,fruit,have,Gourds,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Olives can be daxed.,All fruits can be daxed.,olive,fruit,can be,Olives,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Olives can be wiffed.,All fruits can be wiffed.,olive,fruit,can be,Olives,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Olives can be blicked.,All fruits can be blicked.,olive,fruit,can be,Olives,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Olives can be gyred.,All fruits can be gyred.,olive,fruit,can be,Olives,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Olives can be gimbled.,All fruits can be gimbled.,olive,fruit,can be,Olives,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Olives are beamish.,All fruits are beamish.,olive,fruit,are,Olives,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Olives are slithy.,All fruits are slithy.,olive,fruit,are,Olives,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Olives are mimsy.,All fruits are mimsy.,olive,fruit,are,Olives,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Olives are vorpal.,All fruits are vorpal.,olive,fruit,are,Olives,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Olives are frabjous.,All fruits are frabjous.,olive,fruit,are,Olives,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
Olives have wugs.,All fruits have wugs.,olive,fruit,have,Olives,fruits,3,1,-19.458803296089172,-19.32581901550293,0,5gram
Olives have feps.,All fruits have feps.,olive,fruit,have,Olives,fruits,3,2,-19.458803296089172,-19.32581901550293,0,5gram
Olives have blickets.,All fruits have blickets.,olive,fruit,have,Olives,fruits,3,3,-19.458803296089172,-19.32581901550293,0,5gram
Olives have jabberwocks.,All fruits have jabberwocks.,olive,fruit,have,Olives,fruits,3,4,-19.458803296089172,-19.32581901550293,0,5gram
Olives have toves.,All fruits have toves.,olive,fruit,have,Olives,fruits,3,5,-19.458803296089172,-19.32581901550293,0,5gram
Pickles can be daxed.,All fruits can be daxed.,pickle,fruit,can be,Pickles,fruits,1,1,-20.531945943832397,-20.398962020874023,0,5gram
Pickles can be wiffed.,All fruits can be wiffed.,pickle,fruit,can be,Pickles,fruits,1,2,-20.531945943832397,-20.398962020874023,0,5gram
Pickles can be blicked.,All fruits can be blicked.,pickle,fruit,can be,Pickles,fruits,1,3,-20.531945943832397,-20.398962020874023,0,5gram
Pickles can be gyred.,All fruits can be gyred.,pickle,fruit,can be,Pickles,fruits,1,4,-20.531945943832397,-20.398962020874023,0,5gram
Pickles can be gimbled.,All fruits can be gimbled.,pickle,fruit,can be,Pickles,fruits,1,5,-20.531945943832397,-20.398962020874023,0,5gram
Pickles are beamish.,All fruits are beamish.,pickle,fruit,are,Pickles,fruits,2,1,-17.139304161071777,-17.00632095336914,0,5gram
Pickles are slithy.,All fruits are slithy.,pickle,fruit,are,Pickles,fruits,2,2,-18.319488406181335,-18.186504364013672,0,5gram
Pickles are mimsy.,All fruits are mimsy.,pickle,fruit,are,Pickles,fruits,2,3,-18.319488406181335,-18.186504364013672,0,5gram
Pickles are vorpal.,All fruits are vorpal.,pickle,fruit,are,Pickles,fruits,2,4,-18.319488406181335,-18.186504364013672,0,5gram
Pickles are frabjous.,All fruits are frabjous.,pickle,fruit,are,Pickles,fruits,2,5,-18.319488406181335,-18.186504364013672,0,5gram
